FID	IID	GL_BLUP
yangzhou_199_125	yangzhou_199_125	7.04378726737785
yangzhou_199_126	yangzhou_199_126	6.74965938480105
yangzhou_199_127	yangzhou_199_127	7.05347480529803
yangzhou_199_128	yangzhou_199_128	6.87221266920805
yangzhou_199_129	yangzhou_199_129	7.14182989490345
yangzhou_199_130	yangzhou_199_130	7.16634055178485
yangzhou_199_131	yangzhou_199_131	6.88477653348381
yangzhou_199_13	yangzhou_199_13	7.01927661049645
yangzhou_199_132	yangzhou_199_132	6.75490041657077
yangzhou_199_133	yangzhou_199_133	7.28889383619185
yangzhou_199_134	yangzhou_199_134	7.50948974812445
yangzhou_199_135	yangzhou_199_135	6.77417004168245
yangzhou_199_136	yangzhou_199_136	7.19085120866625
yangzhou_199_137	yangzhou_199_137	7.3068739134512
yangzhou_199_138	yangzhou_199_138	7.28889383619185
yangzhou_199_139	yangzhou_199_139	7.14452876730989
yangzhou_199_140	yangzhou_199_140	8.07323485639665
yangzhou_199_141	yangzhou_199_141	8.63697996466885
yangzhou_199_14	yangzhou_199_14	7.04378726737785
yangzhou_199_142	yangzhou_199_142	6.45553150222424
yangzhou_199_143	yangzhou_199_143	6.43102084534284
yangzhou_199_144	yangzhou_199_144	7.41144712059885
yangzhou_199_145	yangzhou_199_145	7.87714960134545
yangzhou_199_146	yangzhou_199_146	7.48497909124305
yangzhou_199_147	yangzhou_199_147	7.85263894446405
yangzhou_199_148	yangzhou_199_148	8.24847576107075
yangzhou_199_149	yangzhou_199_149	7.87714960134545
yangzhou_199_150	yangzhou_199_150	8.09774551327805
yangzhou_199_151	yangzhou_199_151	7.36242580683605
yangzhou_199_15	yangzhou_199_15	7.04378726737785
yangzhou_199_152	yangzhou_199_152	7.19085120866625
yangzhou_199_153	yangzhou_199_153	7.95068157198965
yangzhou_199_154	yangzhou_199_154	9.22523572982246
yangzhou_199_155	yangzhou_199_155	7.60753237565005
yangzhou_199_156	yangzhou_199_156	7.26438317931045
yangzhou_199_157	yangzhou_199_157	6.84770201232665
yangzhou_199_158	yangzhou_199_158	8.17127748392225
yangzhou_199_159	yangzhou_199_159	7.92617091510825
yangzhou_199_160	yangzhou_199_160	6.43102084534284
yangzhou_199_161	yangzhou_199_161	6.72514872791965
yangzhou_199_16	yangzhou_199_16	7.82812828758265
yangzhou_199_162	yangzhou_199_162	7.11731923802205
yangzhou_199_163	yangzhou_199_163	6.48004215910565
yangzhou_199_164	yangzhou_199_164	6.84770201232665
yangzhou_199_165	yangzhou_199_165	6.62710610039405
yangzhou_199_166	yangzhou_199_166	6.50455281598704
yangzhou_199_167	yangzhou_199_167	6.87221266920805
yangzhou_199_168	yangzhou_199_168	7.38693646371745
yangzhou_199_169	yangzhou_199_169	7.11731923802205
yangzhou_199_170	yangzhou_199_170	7.06829792425925
yangzhou_199_171	yangzhou_199_171	7.87714960134545
yangzhou_199_17	yangzhou_199_17	7.60753237565005
yangzhou_199_172	yangzhou_199_172	7.82812828758265
yangzhou_199_173	yangzhou_199_173	6.89672332608945
yangzhou_199_174	yangzhou_199_174	7.04378726737785
yangzhou_199_175	yangzhou_199_175	7.36242580683605
yangzhou_199_176	yangzhou_199_176	6.79868069856385
yangzhou_199_177	yangzhou_199_177	7.77910697381985
yangzhou_199_178	yangzhou_199_178	8.22029879768505
yangzhou_199_179	yangzhou_199_179	6.84770201232665
yangzhou_199_180	yangzhou_199_180	6.97025529673365
yangzhou_199_181	yangzhou_199_181	7.28889383619185
yangzhou_199_18	yangzhou_199_18	6.77417004168245
yangzhou_199_182	yangzhou_199_182	8.31834142521065
yangzhou_199_183	yangzhou_199_183	7.14182989490345
yangzhou_199_184	yangzhou_199_184	6.67612741415684
yangzhou_199_185	yangzhou_199_185	6.79868069856385
yangzhou_199_186	yangzhou_199_186	6.48004215910564
yangzhou_199_187	yangzhou_199_187	7.58302171876865
yangzhou_199_188	yangzhou_199_188	8.04872419951525
yangzhou_199_189	yangzhou_199_189	6.74965938480105
yangzhou_199_190	yangzhou_199_190	6.87221266920805
yangzhou_199_191	yangzhou_199_191	6.94574463985225
yangzhou_199_19	yangzhou_199_19	7.70557500317565
yangzhou_199_192	yangzhou_199_192	9.05366113165265
yangzhou_199_193	yangzhou_199_193	7.33791514995465
yangzhou_199_194	yangzhou_199_194	6.82319135544525
yangzhou_199_195	yangzhou_199_195	8.48991602338045
yangzhou_199_196	yangzhou_199_196	6.82319135544525
yangzhou_199_197	yangzhou_199_197	7.09280858114065
yangzhou_199_198	yangzhou_199_198	6.82319135544525
yangzhou_199_199	yangzhou_199_199	6.35748887469864
yangzhou_199_20	yangzhou_199_20	7.31340449307325
yangzhou_199_21	yangzhou_199_21	7.48497909124305
yangzhou_199_2	yangzhou_199_2	6.70063807103825
yangzhou_199_22	yangzhou_199_22	6.79868069856385
yangzhou_199_23	yangzhou_199_23	6.46546121786138
yangzhou_199_24	yangzhou_199_24	6.79868069856385
yangzhou_199_25	yangzhou_199_25	7.23987252242905
yangzhou_199_26	yangzhou_199_26	6.70063807103825
yangzhou_199_27	yangzhou_199_27	7.01927661049645
yangzhou_199_28	yangzhou_199_28	7.04378726737785
yangzhou_199_29	yangzhou_199_29	6.72514872791965
yangzhou_199_30	yangzhou_199_30	7.23987252242905
yangzhou_199_31	yangzhou_199_31	7.50948974812445
yangzhou_199_3	yangzhou_199_3	6.94574463985225
yangzhou_199_32	yangzhou_199_32	6.65161675727545
yangzhou_199_33	yangzhou_199_33	6.94574463985225
yangzhou_199_34	yangzhou_199_34	6.70063807103825
yangzhou_199_35	yangzhou_199_35	7.14182989490345
yangzhou_199_36	yangzhou_199_36	7.14182989490345
yangzhou_199_37	yangzhou_199_37	7.19085120866625
yangzhou_199_38	yangzhou_199_38	7.28075800989586
yangzhou_199_39	yangzhou_199_39	6.85866062992847
yangzhou_199_40	yangzhou_199_40	6.89672332608945
yangzhou_199_41	yangzhou_199_41	7.09280858114065
yangzhou_199_4	yangzhou_199_4	6.60259544351265
yangzhou_199_42	yangzhou_199_42	6.65161675727545
yangzhou_199_43	yangzhou_199_43	6.72514872791965
yangzhou_199_44	yangzhou_199_44	6.99476595361505
yangzhou_199_45	yangzhou_199_45	6.99476595361505
yangzhou_199_46	yangzhou_199_46	7.41144712059885
yangzhou_199_47	yangzhou_199_47	7.63204303253145
yangzhou_199_48	yangzhou_199_48	7.09280858114065
yangzhou_199_49	yangzhou_199_49	6.91724556271207
yangzhou_199_50	yangzhou_199_50	7.21536186554765
yangzhou_199_51	yangzhou_199_51	6.99476595361505
yangzhou_199_5	yangzhou_199_5	6.74965938480105
yangzhou_199_52	yangzhou_199_52	6.97025529673365
yangzhou_199_53	yangzhou_199_53	6.70063807103825
yangzhou_199_54	yangzhou_199_54	6.65161675727545
yangzhou_199_55	yangzhou_199_55	7.01927661049645
yangzhou_199_56	yangzhou_199_56	6.79868069856385
yangzhou_199_57	yangzhou_199_57	6.87221266920805
yangzhou_199_58	yangzhou_199_58	7.09280858114065
yangzhou_199_59	yangzhou_199_59	6.87221266920805
yangzhou_199_60	yangzhou_199_60	7.16634055178485
yangzhou_199_61	yangzhou_199_61	7.09280858114065
yangzhou_199_6	yangzhou_199_6	6.52906347286845
yangzhou_199_62	yangzhou_199_62	7.23987252242905
yangzhou_199_63	yangzhou_199_63	7.09280858114065
yangzhou_199_64	yangzhou_199_64	7.16634055178485
yangzhou_199_65	yangzhou_199_65	6.65161675727545
yangzhou_199_66	yangzhou_199_66	7.09280858114065
yangzhou_199_67	yangzhou_199_67	6.84770201232665
yangzhou_199_68	yangzhou_199_68	7.26438317931045
yangzhou_199_69	yangzhou_199_69	6.89672332608945
yangzhou_199_70	yangzhou_199_70	7.38693646371745
yangzhou_199_71	yangzhou_199_71	6.60259544351265
yangzhou_199_7	yangzhou_199_7	6.62710610039404
yangzhou_199_72	yangzhou_199_72	6.82319135544525
yangzhou_199_73	yangzhou_199_73	7.01927661049645
yangzhou_199_74	yangzhou_199_74	6.99476595361505
yangzhou_199_75	yangzhou_199_75	7.24193585499468
yangzhou_199_76	yangzhou_199_76	6.65161675727545
yangzhou_199_77	yangzhou_199_77	6.50455281598705
yangzhou_199_78	yangzhou_199_78	7.28889383619185
yangzhou_199_79	yangzhou_199_79	7.21536186554765
yangzhou_199_80	yangzhou_199_80	7.41144712059885
yangzhou_199_81	yangzhou_199_81	6.84770201232665
yangzhou_199_8	yangzhou_199_8	6.78736944579903
yangzhou_199_82	yangzhou_199_82	6.65161675727545
yangzhou_199_83	yangzhou_199_83	7.01465265039685
yangzhou_199_84	yangzhou_199_84	7.48497909124305
yangzhou_199_85	yangzhou_199_85	6.94574463985225
yangzhou_199_86	yangzhou_199_86	6.72514872791965
yangzhou_199_87	yangzhou_199_87	6.89672332608945
yangzhou_199_88	yangzhou_199_88	6.57808478663125
yangzhou_199_89	yangzhou_199_89	6.72514872791965
yangzhou_199_90	yangzhou_199_90	6.92123398297085
yangzhou_199_91	yangzhou_199_91	6.82319135544525
yangzhou_199_9	yangzhou_199_9	6.79868069856385
yangzhou_199_92	yangzhou_199_92	6.79868069856385
yangzhou_199_93	yangzhou_199_93	7.19085120866625
yangzhou_199_94	yangzhou_199_94	6.97025529673365
yangzhou_199_95	yangzhou_199_95	6.84770201232665
yangzhou_199_96	yangzhou_199_96	7.01927661049645
yangzhou_199_97	yangzhou_199_97	7.38693646371745
yangzhou_199_98	yangzhou_199_98	7.14182989490345
yangzhou_199_99	yangzhou_199_99	6.99476595361505
yangzhou_226_100	yangzhou_226_100	9.00463981788986
yangzhou_226_101	yangzhou_226_101	9.02915047477126
yangzhou_226_10	yangzhou_226_10	8.66149062155025
yangzhou_226_102	yangzhou_226_102	9.10268244541545
yangzhou_226_103	yangzhou_226_103	9.86251280873886
yangzhou_226_104	yangzhou_226_104	9.39681032799226
yangzhou_226_105	yangzhou_226_105	9.56838492616206
yangzhou_226_106	yangzhou_226_106	9.49485295551786
yangzhou_226_107	yangzhou_226_107	9.56838492616206
yangzhou_226_108	yangzhou_226_108	9.22523572982246
yangzhou_226_109	yangzhou_226_109	10.5978325151809
yangzhou_226_110	yangzhou_226_110	9.29876770046666
yangzhou_226_111	yangzhou_226_111	9.73995952433186
yangzhou_226_11	yangzhou_226_11	8.85757587660146
yangzhou_226_112	yangzhou_226_112	10.1076193775529
yangzhou_226_113	yangzhou_226_113	9.86251280873886
yangzhou_226_114	yangzhou_226_114	10.3037046326041
yangzhou_226_115	yangzhou_226_115	10.4239007193642
yangzhou_226_116	yangzhou_226_116	9.78898083809466
yangzhou_226_117	yangzhou_226_117	10.0095767500273
yangzhou_226_118	yangzhou_226_118	9.20072507294106
yangzhou_226_119	yangzhou_226_119	9.69093821056906
yangzhou_226_1	yangzhou_226_1	9.12719310229686
yangzhou_226_120	yangzhou_226_120	9.42132098487366
yangzhou_226_121	yangzhou_226_121	9.54387426928066
yangzhou_226_12	yangzhou_226_12	9.29876770046666
yangzhou_226_122	yangzhou_226_122	9.05366113165265
yangzhou_226_123	yangzhou_226_123	7.25951070472907
yangzhou_226_124	yangzhou_226_124	9.81349149497606
yangzhou_226_125	yangzhou_226_125	8.12495276983063
yangzhou_226_126	yangzhou_226_126	9.73995952433186
yangzhou_226_127	yangzhou_226_127	9.39124490973279
yangzhou_226_128	yangzhou_226_128	9.22523572982246
yangzhou_226_129	yangzhou_226_129	9.32327835734805
yangzhou_226_130	yangzhou_226_130	9.88702346562026
yangzhou_226_131	yangzhou_226_131	9.27425704358525
yangzhou_226_13	yangzhou_226_13	8.14676682704085
yangzhou_226_132	yangzhou_226_132	9.12719310229686
yangzhou_226_133	yangzhou_226_133	9.25501566714683
yangzhou_226_134	yangzhou_226_134	8.78404390595725
yangzhou_226_135	yangzhou_226_135	8.83306521972005
yangzhou_226_136	yangzhou_226_136	9.88702346562026
yangzhou_226_137	yangzhou_226_137	9.86251280873886
yangzhou_226_138	yangzhou_226_138	9.17621441605966
yangzhou_226_139	yangzhou_226_139	8.41717403288498
yangzhou_226_140	yangzhou_226_140	8.09774551327805
yangzhou_226_141	yangzhou_226_141	9.71544886745046
yangzhou_226_14	yangzhou_226_14	9.05366113165265
yangzhou_226_142	yangzhou_226_142	9.54387426928066
yangzhou_226_143	yangzhou_226_143	8.98012916100845
yangzhou_226_144	yangzhou_226_144	9.02915047477126
yangzhou_226_145	yangzhou_226_145	8.88208653348285
yangzhou_226_146	yangzhou_226_146	9.22523572982246
yangzhou_226_147	yangzhou_226_147	9.44583164175506
yangzhou_226_148	yangzhou_226_148	9.24974638670386
yangzhou_226_149	yangzhou_226_149	7.85263894446405
yangzhou_226_150	yangzhou_226_150	7.26438317931045
yangzhou_226_151	yangzhou_226_151	9.42371393896105
yangzhou_226_15	yangzhou_226_15	9.10268244541546
yangzhou_226_152	yangzhou_226_152	9.42371393896105
yangzhou_226_153	yangzhou_226_153	8.35223597442845
yangzhou_226_154	yangzhou_226_154	9.09902364667844
yangzhou_226_155	yangzhou_226_155	8.90420947130888
yangzhou_226_156	yangzhou_226_156	7.96260762368933
yangzhou_226_157	yangzhou_226_157	8.93667850053714
yangzhou_226_158	yangzhou_226_158	7.5729792729502
yangzhou_226_159	yangzhou_226_159	8.74186432516758
yangzhou_226_160	yangzhou_226_160	8.87174044208062
yangzhou_226_161	yangzhou_226_161	9.61740623992486
yangzhou_226_16	yangzhou_226_16	9.02915047477126
yangzhou_226_162	yangzhou_226_162	7.58302171876865
yangzhou_226_163	yangzhou_226_163	8.88208653348285
yangzhou_226_164	yangzhou_226_164	7.80361763070125
yangzhou_226_165	yangzhou_226_165	7.76144032264684
yangzhou_226_166	yangzhou_226_166	8.29980962100183
yangzhou_226_167	yangzhou_226_167	9.66642755368766
yangzhou_226_168	yangzhou_226_168	7.63204303253145
yangzhou_226_169	yangzhou_226_169	8.71051193531305
yangzhou_226_170	yangzhou_226_170	9.32327835734806
yangzhou_226_171	yangzhou_226_171	8.19578814080365
yangzhou_226_17	yangzhou_226_17	8.95561850412705
yangzhou_226_172	yangzhou_226_172	10.2056620050785
yangzhou_226_173	yangzhou_226_173	9.15170375917825
yangzhou_226_174	yangzhou_226_174	9.56838492616206
yangzhou_226_175	yangzhou_226_175	9.69093821056906
yangzhou_226_176	yangzhou_226_176	9.00463981788986
yangzhou_226_177	yangzhou_226_177	8.46540536649905
yangzhou_226_178	yangzhou_226_178	9.02915047477126
yangzhou_226_179	yangzhou_226_179	7.75459631693845
yangzhou_226_180	yangzhou_226_180	7.09280858114065
yangzhou_226_18	yangzhou_226_18	9.81349149497606
yangzhou_226_182	yangzhou_226_182	10.3772366032483
yangzhou_226_183	yangzhou_226_183	8.75953324907585
yangzhou_226_184	yangzhou_226_184	7.60753237565005
yangzhou_226_185	yangzhou_226_185	9.02915047477126
yangzhou_226_186	yangzhou_226_186	8.83306521972005
yangzhou_226_187	yangzhou_226_187	9.15170375917825
yangzhou_226_188	yangzhou_226_188	8.63697996466886
yangzhou_226_189	yangzhou_226_189	8.83306521972005
yangzhou_226_190	yangzhou_226_190	8.58795865090605
yangzhou_226_191	yangzhou_226_191	9.10268244541545
yangzhou_226_19	yangzhou_226_19	9.17621441605965
yangzhou_226_192	yangzhou_226_192	9.49485295551786
yangzhou_226_193	yangzhou_226_193	8.90659719036426
yangzhou_226_194	yangzhou_226_194	6.84770201232665
yangzhou_226_195	yangzhou_226_195	8.98012916100845
yangzhou_226_196	yangzhou_226_196	7.97519222887105
yangzhou_226_197	yangzhou_226_197	8.04872419951525
yangzhou_226_198	yangzhou_226_198	7.21536186554765
yangzhou_226_199	yangzhou_226_199	7.43595777748025
yangzhou_226_200	yangzhou_226_200	8.14676682704085
yangzhou_226_201	yangzhou_226_201	10.5488112014181
yangzhou_226_20	yangzhou_226_20	8.71051193531305
yangzhou_226_202	yangzhou_226_202	9.19643073436323
yangzhou_226_203	yangzhou_226_203	8.24480945456645
yangzhou_226_204	yangzhou_226_204	9.05366113165265
yangzhou_226_205	yangzhou_226_205	8.83306521972005
yangzhou_226_206	yangzhou_226_206	9.37229967111086
yangzhou_226_207	yangzhou_226_207	9.91153412250166
yangzhou_226_208	yangzhou_226_208	9.12719310229686
yangzhou_226_209	yangzhou_226_209	7.80361763070125
yangzhou_226_210	yangzhou_226_210	7.99970288575245
yangzhou_226_211	yangzhou_226_211	9.71544886745046
yangzhou_226_21	yangzhou_226_21	8.29383076832925
yangzhou_226_212	yangzhou_226_212	8.7939575801663
yangzhou_226_213	yangzhou_226_213	8.6444572374828
yangzhou_226_214	yangzhou_226_214	9.52112102664583
yangzhou_226_215	yangzhou_226_215	9.12719310229686
yangzhou_226_216	yangzhou_226_216	7.80361763070125
yangzhou_226_217	yangzhou_226_217	8.98012916100845
yangzhou_226_218	yangzhou_226_218	8.14676682704085
yangzhou_226_219	yangzhou_226_219	8.95561850412705
yangzhou_226_2	yangzhou_226_2	9.05366113165265
yangzhou_226_220	yangzhou_226_220	9.27425704358525
yangzhou_226_221	yangzhou_226_221	9.47034229863646
yangzhou_226_22	yangzhou_226_22	9.15170375917825
yangzhou_226_222	yangzhou_226_222	9.42132098487366
yangzhou_226_223	yangzhou_226_223	10.5978325151809
yangzhou_226_224	yangzhou_226_224	9.32327835734806
yangzhou_226_225	yangzhou_226_225	9.15170375917825
yangzhou_226_226	yangzhou_226_226	9.07817178853406
yangzhou_226_23	yangzhou_226_23	8.73502259219445
yangzhou_226_24	yangzhou_226_24	9.24974638670386
yangzhou_226_25	yangzhou_226_25	9.56838492616206
yangzhou_226_26	yangzhou_226_26	8.61246930778745
yangzhou_226_27	yangzhou_226_27	8.26932011144785
yangzhou_226_28	yangzhou_226_28	8.51442668026185
yangzhou_226_29	yangzhou_226_29	8.17127748392225
yangzhou_226_30	yangzhou_226_30	8.95561850412705
yangzhou_226_31	yangzhou_226_31	9.64191689680626
yangzhou_226_3	yangzhou_226_3	7.60753237565005
yangzhou_226_32	yangzhou_226_32	8.44089470961765
yangzhou_226_33	yangzhou_226_33	8.22029879768505
yangzhou_226_34	yangzhou_226_34	8.4821120913415
yangzhou_226_35	yangzhou_226_35	8.53893733714325
yangzhou_226_36	yangzhou_226_36	9.00463981788986
yangzhou_226_37	yangzhou_226_37	9.26136879281975
yangzhou_226_38	yangzhou_226_38	9.29383782204801
yangzhou_226_39	yangzhou_226_39	8.99039808700632
yangzhou_226_40	yangzhou_226_40	8.41717403288498
yangzhou_226_41	yangzhou_226_41	8.74186432516758
yangzhou_226_4	yangzhou_226_4	9.34778901422946
yangzhou_226_42	yangzhou_226_42	8.77433335439584
yangzhou_226_43	yangzhou_226_43	8.87174044208062
yangzhou_226_44	yangzhou_226_44	8.84615747181655
yangzhou_226_45	yangzhou_226_45	8.38470500365671
yangzhou_226_46	yangzhou_226_46	8.51458112056976
yangzhou_226_47	yangzhou_226_47	9.1346387021961
yangzhou_226_48	yangzhou_226_48	8.70939529593932
yangzhou_226_49	yangzhou_226_49	8.38470500365671
yangzhou_226_50	yangzhou_226_50	9.09902364667845
yangzhou_226_51	yangzhou_226_51	9.27887931738587
yangzhou_226_5	yangzhou_226_5	8.88208653348285
yangzhou_226_53	yangzhou_226_53	8.73829326383962
yangzhou_226_54	yangzhou_226_54	9.32327835734806
yangzhou_226_55	yangzhou_226_55	9.59289558304346
yangzhou_226_56	yangzhou_226_56	9.12719310229685
yangzhou_226_57	yangzhou_226_57	9.20072507294106
yangzhou_226_58	yangzhou_226_58	9.29876770046666
yangzhou_226_59	yangzhou_226_59	8.80855456283865
yangzhou_226_60	yangzhou_226_60	8.93110784724565
yangzhou_226_61	yangzhou_226_61	9.42132098487366
yangzhou_226_6	yangzhou_226_6	7.63204303253145
yangzhou_226_62	yangzhou_226_62	10.4752792307739
yangzhou_226_63	yangzhou_226_63	9.9368652809403
yangzhou_226_64	yangzhou_226_64	9.49485295551786
