FID	IID	TNP_BLUP
yangzhou_226_149	yangzhou_226_149	7.28606318233134
yangzhou_226_150	yangzhou_226_150	7.90203643599465
yangzhou_226_151	yangzhou_226_151	8.2100230628263
yangzhou_226_15	yangzhou_226_15	8.30241905087579
yangzhou_226_152	yangzhou_226_152	6.76248591671753
yangzhou_226_153	yangzhou_226_153	6.51609661525221
yangzhou_226_154	yangzhou_226_154	7.13206986891552
yangzhou_226_155	yangzhou_226_155	7.77884178526199
yangzhou_226_156	yangzhou_226_156	7.13206986891552
yangzhou_226_157	yangzhou_226_157	7.59404980916299
yangzhou_226_158	yangzhou_226_158	8.88759364185593
yangzhou_226_159	yangzhou_226_159	7.65564713452932
yangzhou_226_160	yangzhou_226_160	10.027144161133
yangzhou_226_161	yangzhou_226_161	7.07047254354919
yangzhou_226_16	yangzhou_226_16	6.97807655549969
yangzhou_226_162	yangzhou_226_162	7.77884178526199
yangzhou_226_163	yangzhou_226_163	6.14651266305423
yangzhou_226_164	yangzhou_226_164	8.14842573745997
yangzhou_226_165	yangzhou_226_165	8.57960701502428
yangzhou_226_166	yangzhou_226_166	7.47085515843033
yangzhou_226_167	yangzhou_226_167	7.77884178526199
yangzhou_226_168	yangzhou_226_168	8.94919096722226
yangzhou_226_169	yangzhou_226_169	7.10127120623235
yangzhou_226_170	yangzhou_226_170	7.62484847184616
yangzhou_226_171	yangzhou_226_171	7.31686184501451
yangzhou_226_17	yangzhou_226_17	8.33321771355896
yangzhou_226_172	yangzhou_226_172	7.84043911062832
yangzhou_226_173	yangzhou_226_173	8.02523108672731
yangzhou_226_174	yangzhou_226_174	7.87123777331148
yangzhou_226_175	yangzhou_226_175	8.2100230628263
yangzhou_226_176	yangzhou_226_176	6.8856805674502
yangzhou_226_177	yangzhou_226_177	7.409257833064
yangzhou_226_178	yangzhou_226_178	8.61040567770744
yangzhou_226_179	yangzhou_226_179	7.99443242404414
yangzhou_226_180	yangzhou_226_180	7.87123777331148
yangzhou_226_18	yangzhou_226_18	8.02523108672731
yangzhou_226_182	yangzhou_226_182	7.74804312257882
yangzhou_226_183	yangzhou_226_183	7.80964044794515
yangzhou_226_184	yangzhou_226_184	9.93474817308355
yangzhou_226_185	yangzhou_226_185	7.16286853159868
yangzhou_226_186	yangzhou_226_186	7.34766050769767
yangzhou_226_187	yangzhou_226_187	7.76585967450812
yangzhou_226_188	yangzhou_226_188	8.02523108672731
yangzhou_226_189	yangzhou_226_189	8.2100230628263
yangzhou_226_190	yangzhou_226_190	8.05602974941047
yangzhou_226_191	yangzhou_226_191	8.88759364185593
yangzhou_226_19	yangzhou_226_19	8.05602974941047
yangzhou_226_192	yangzhou_226_192	7.74804312257882
yangzhou_226_193	yangzhou_226_193	8.02523108672731
yangzhou_226_194	yangzhou_226_194	5.83852603622258
yangzhou_226_195	yangzhou_226_195	7.74804312257882
yangzhou_226_196	yangzhou_226_196	5.96172068695524
yangzhou_226_197	yangzhou_226_197	6.14651266305423
yangzhou_226_198	yangzhou_226_198	7.80226442540615
yangzhou_226_199	yangzhou_226_199	7.10127120623235
yangzhou_226_200	yangzhou_226_200	7.68644579721249
yangzhou_226_201	yangzhou_226_201	7.47085515843033
yangzhou_226_20	yangzhou_226_20	7.34766050769767
yangzhou_226_202	yangzhou_226_202	6.48529795256905
yangzhou_226_203	yangzhou_226_203	8.45641236429162
yangzhou_226_204	yangzhou_226_204	8.5667641942648
yangzhou_226_205	yangzhou_226_205	8.2100230628263
yangzhou_226_206	yangzhou_226_206	7.93283509867781
yangzhou_226_207	yangzhou_226_207	7.56325114647983
yangzhou_226_208	yangzhou_226_208	8.42561370160846
yangzhou_226_209	yangzhou_226_209	8.14842573745997
yangzhou_226_210	yangzhou_226_210	8.45641236429162
yangzhou_226_211	yangzhou_226_211	9.31877491942025
yangzhou_226_21	yangzhou_226_21	8.24082172550946
yangzhou_226_212	yangzhou_226_212	9.28797625673708
yangzhou_226_213	yangzhou_226_213	7.74804312257882
yangzhou_226_214	yangzhou_226_214	8.33321771355896
yangzhou_226_215	yangzhou_226_215	8.45641236429162
yangzhou_226_216	yangzhou_226_216	7.13206986891552
yangzhou_226_217	yangzhou_226_217	7.71724445989565
yangzhou_226_218	yangzhou_226_218	6.82408324208386
yangzhou_226_219	yangzhou_226_219	8.51800968965795
yangzhou_226_2	yangzhou_226_2	8.14842573745997
yangzhou_226_220	yangzhou_226_220	8.2100230628263
yangzhou_226_221	yangzhou_226_221	8.1176270747768
yangzhou_226_22	yangzhou_226_22	8.2100230628263
yangzhou_226_222	yangzhou_226_222	8.85679497917277
yangzhou_226_223	yangzhou_226_223	8.7336003284401
yangzhou_226_224	yangzhou_226_224	9.13398294332125
yangzhou_226_225	yangzhou_226_225	7.90203643599465
yangzhou_226_226	yangzhou_226_226	11.135896017727
yangzhou_226_23	yangzhou_226_23	8.30241905087579
yangzhou_226_24	yangzhou_226_24	7.74804312257882
yangzhou_226_25	yangzhou_226_25	7.31686184501451
yangzhou_226_26	yangzhou_226_26	7.90203643599465
yangzhou_226_27	yangzhou_226_27	8.27162038819263
yangzhou_226_28	yangzhou_226_28	8.08682841209364
yangzhou_226_29	yangzhou_226_29	8.8259963164896
yangzhou_226_30	yangzhou_226_30	8.30241905087579
yangzhou_226_31	yangzhou_226_31	8.2100230628263
yangzhou_226_3	yangzhou_226_3	7.10127120623235
yangzhou_226_32	yangzhou_226_32	8.27162038819263
yangzhou_226_33	yangzhou_226_33	8.2100230628263
yangzhou_226_34	yangzhou_226_34	9.52965093611444
yangzhou_226_35	yangzhou_226_35	8.36401637624212
yangzhou_226_36	yangzhou_226_36	8.54880835234111
yangzhou_226_37	yangzhou_226_37	8.05602974941047
yangzhou_226_38	yangzhou_226_38	8.08682841209364
yangzhou_226_39	yangzhou_226_39	8.7336003284401
yangzhou_226_40	yangzhou_226_40	9.34957358210341
yangzhou_226_41	yangzhou_226_41	9.4419695701529
yangzhou_226_4	yangzhou_226_4	8.24082172550946
yangzhou_226_42	yangzhou_226_42	9.34957358210341
yangzhou_226_43	yangzhou_226_43	9.04158695527176
yangzhou_226_44	yangzhou_226_44	12.6450304892021
yangzhou_226_45	yangzhou_226_45	10.951104041628
yangzhou_226_46	yangzhou_226_46	10.396728113331
yangzhou_226_47	yangzhou_226_47	8.54880835234112
yangzhou_226_48	yangzhou_226_48	9.16478160600442
yangzhou_226_49	yangzhou_226_49	9.22637893137075
yangzhou_226_50	yangzhou_226_50	8.02523108672731
yangzhou_226_51	yangzhou_226_51	8.45641236429162
yangzhou_226_5	yangzhou_226_5	7.44005649574717
yangzhou_226_53	yangzhou_226_53	8.08682841209364
yangzhou_226_54	yangzhou_226_54	8.27162038819263
yangzhou_226_55	yangzhou_226_55	7.19366719428185
yangzhou_226_56	yangzhou_226_56	6.8856805674502
yangzhou_226_57	yangzhou_226_57	7.87123777331148
yangzhou_226_58	yangzhou_226_58	7.07047254354919
yangzhou_226_59	yangzhou_226_59	6.8856805674502
yangzhou_226_60	yangzhou_226_60	7.28606318233134
yangzhou_226_61	yangzhou_226_61	6.60849260330171
