FID	IID	PH_BLUP
yangzhou_226_68	yangzhou_226_68	92.8295204899829
yangzhou_226_69	yangzhou_226_69	98.6794148675814
yangzhou_226_70	yangzhou_226_70	100.727800596015
yangzhou_226_71	yangzhou_226_71	105.821084028877
yangzhou_226_7	yangzhou_226_7	89.1018275427434
yangzhou_226_72	yangzhou_226_72	106.688418526502
yangzhou_226_73	yangzhou_226_73	107.943285459236
yangzhou_226_74	yangzhou_226_74	93.8629403169403
yangzhou_226_75	yangzhou_226_75	109.720220402412
yangzhou_226_76	yangzhou_226_76	106.26397824043
yangzhou_226_77	yangzhou_226_77	86.241469093129
yangzhou_226_78	yangzhou_226_78	96.5941212881851
yangzhou_226_79	yangzhou_226_79	95.0070836967861
yangzhou_226_80	yangzhou_226_80	93.6599471366451
yangzhou_226_81	yangzhou_226_81	93.5676775092382
yangzhou_226_8	yangzhou_226_8	84.2299912156582
yangzhou_226_82	yangzhou_226_82	94.0474795717542
yangzhou_226_83	yangzhou_226_83	112.870483562765
yangzhou_226_84	yangzhou_226_84	106.411609644281
yangzhou_226_85	yangzhou_226_85	111.541800928106
yangzhou_226_86	yangzhou_226_86	101.613589019121
yangzhou_226_87	yangzhou_226_87	102.167206783563
yangzhou_226_88	yangzhou_226_88	95.1731690261186
yangzhou_226_89	yangzhou_226_89	96.8709301704058
yangzhou_226_90	yangzhou_226_90	104.252500362959
yangzhou_226_91	yangzhou_226_91	104.972203456733
yangzhou_226_9	yangzhou_226_9	66.0344206910141
yangzhou_226_92	yangzhou_226_92	101.244510509494
yangzhou_226_93	yangzhou_226_93	99.9158278748341
yangzhou_226_94	yangzhou_226_94	108.496903223677
yangzhou_226_95	yangzhou_226_95	109.382691646784
yangzhou_226_96	yangzhou_226_96	109.142790615526
yangzhou_226_97	yangzhou_226_97	108.699896403973
yangzhou_226_98	yangzhou_226_98	94.5457355597515
yangzhou_226_99	yangzhou_226_99	91.9990938433206
YCX333	YCX333	86.2785843480462
YCX334	YCX334	74.49637541759
YCX335	YCX335	83.1366619665912
YCX336	YCX336	78.8371892340739
YCX337	YCX337	78.6304838142413
YCX338	YCX338	86.8160184396108
YCX339	YCX339	89.2138013096686
YCX340	YCX340	91.5702430957598
YCX341	YCX341	97.9781111105692
YCX342	YCX342	98.928956041799
YCX343	YCX343	98.1021343624688
YCX344	YCX344	NA
YCX345	YCX345	89.7512354012332
YCX346	YCX346	85.5344448366489
YCX347	YCX347	96.6965375076073
YCX348	YCX348	93.1825453704538
YCX349	YCX349	92.6037701949226
YCX350	YCX350	77.5969567150785
YCX351	YCX351	78.8371892340739
YCX352	YCX352	76.5634296159157
YCX353	YCX353	85.5344448366489
YCX354	YCX354	77.2662280433464
YCX355	YCX355	94.9188708970473
YCX356	YCX356	93.2652275383868
YCX357	YCX357	90.8261035843626
YCX358	YCX358	94.8775298130808
YCX359	YCX359	95.704351492411
YCX360	YCX360	98.846273873866
YCX361	YCX361	91.0328090041951
YCX362	YCX362	97.1926305152055
YCX363	YCX363	98.3088397823013
YCX364	YCX364	95.704351492411
YCX365	YCX365	105.502188392475
YCX366	YCX366	98.846273873866
YCX367	YCX367	101.988196255321
YCX368	YCX368	102.980382270517
YCX369	YCX369	106.659738743537
YCX370	YCX370	97.8127467747032
YCX371	YCX371	104.510002377278
YCX372	YCX372	91.4048787598937
YCX373	YCX373	106.411692239738
YCX374	YCX374	92.8931577826882
YCX375	YCX375	97.6060413548706
YCX376	YCX376	98.846273873866
YCX377	YCX377	106.866444163369
YCX378	YCX378	95.8697158282771
YCX379	YCX379	101.988196255321
YCX380	YCX380	99.1770025455981
YCX381	YCX381	97.233971599172
YCX382	YCX382	105.254141888675
YCX383	YCX383	91.5289020117933
YCX384	YCX384	92.231700439224
YCX385	YCX385	99.0943203776651
YCX386	YCX386	92.4797469430231
YCX387	YCX387	92.0663361033579
YCX388	YCX388	107.238513919068
YCX389	YCX389	108.023994514432
YCX390	YCX390	107.031808499236
YCX391	YCX391	107.899971262532
YCX392	YCX392	92.4384058590565
YCX393	YCX393	98.0607932785023
YD12	YD12	90.4120562519216
