FID	IID	PH_BLUP
yangzhou_199_192	yangzhou_199_192	75.1691138042989
yangzhou_199_193	yangzhou_199_193	86.0753837637965
yangzhou_199_194	yangzhou_199_194	81.1481856602671
yangzhou_199_195	yangzhou_199_195	91.6853771101371
yangzhou_199_196	yangzhou_199_196	94.8409983674537
yangzhou_199_197	yangzhou_199_197	105.784176177914
yangzhou_199_198	yangzhou_199_198	103.754244374962
yangzhou_199_199	yangzhou_199_199	102.886909877337
yangzhou_199_20	yangzhou_199_20	86.9242643359402
yangzhou_199_21	yangzhou_199_21	90.0983395187381
yangzhou_199_2	yangzhou_199_2	86.5367319008311
yangzhou_199_22	yangzhou_199_22	86.4444622734242
yangzhou_199_23	yangzhou_199_23	87.6255135042327
yangzhou_199_24	yangzhou_199_24	82.0155201578921
yangzhou_199_25	yangzhou_199_25	87.4778821003816
yangzhou_199_26	yangzhou_199_26	86.5920936772752
yangzhou_199_27	yangzhou_199_27	81.6464416482645
yangzhou_199_28	yangzhou_199_28	85.041963936839
yangzhou_199_29	yangzhou_199_29	85.5955817012805
yangzhou_199_30	yangzhou_199_30	89.3786364249642
yangzhou_199_31	yangzhou_199_31	93.0509675957595
yangzhou_199_3	yangzhou_199_3	89.2494589465945
yangzhou_199_32	yangzhou_199_32	85.4479502974295
yangzhou_199_33	yangzhou_199_33	80.9267385544905
yangzhou_199_34	yangzhou_199_34	83.307294941589
yangzhou_199_35	yangzhou_199_35	93.124783297685
yangzhou_199_36	yangzhou_199_36	87.7731449080838
yangzhou_199_37	yangzhou_199_37	89.9322541894056
yangzhou_199_38	yangzhou_199_38	89.5447217542966
yangzhou_199_39	yangzhou_199_39	82.200059412706
yangzhou_199_40	yangzhou_199_40	90.5596876557727
yangzhou_199_41	yangzhou_199_41	88.4743940763764
yangzhou_199_4	yangzhou_199_4	90.8180426125121
yangzhou_199_42	yangzhou_199_42	83.9900901844002
yangzhou_199_43	yangzhou_199_43	87.108803590754
yangzhou_199_44	yangzhou_199_44	85.5955817012805
yangzhou_199_45	yangzhou_199_45	84.8758786075066
yangzhou_199_46	yangzhou_199_46	85.8908445089827
yangzhou_199_47	yangzhou_199_47	86.9796261123843
yangzhou_199_48	yangzhou_199_48	85.8723905835013
yangzhou_199_49	yangzhou_199_49	87.5427617343963
yangzhou_199_50	yangzhou_199_50	86.0384759128337
yangzhou_199_51	yangzhou_199_51	87.2195271436423
yangzhou_199_5	yangzhou_199_5	85.3925885209853
yangzhou_199_52	yangzhou_199_52	86.7950868575705
yangzhou_199_53	yangzhou_199_53	78.2509193596899
yangzhou_199_54	yangzhou_199_54	80.5576600448629
yangzhou_199_55	yangzhou_199_55	83.6579195257353
yangzhou_199_56	yangzhou_199_56	80.6868375232325
yangzhou_199_57	yangzhou_199_57	82.0155201578921
yangzhou_199_58	yangzhou_199_58	82.679861475222
yangzhou_199_59	yangzhou_199_59	82.0339740833735
yangzhou_199_60	yangzhou_199_60	88.8619265114854
yangzhou_199_61	yangzhou_199_61	83.3257488670704
yangzhou_199_6	yangzhou_199_6	82.3476908165571
yangzhou_199_62	yangzhou_199_62	80.4838443429373
yangzhou_199_63	yangzhou_199_63	86.7028172301636
yangzhou_199_64	yangzhou_199_64	82.2369672636688
yangzhou_199_65	yangzhou_199_65	83.0489399848496
yangzhou_199_66	yangzhou_199_66	79.2289774102033
yangzhou_199_67	yangzhou_199_67	80.4100286410118
yangzhou_199_68	yangzhou_199_68	83.9716362589188
yangzhou_199_69	yangzhou_199_69	84.5621618743231
yangzhou_199_70	yangzhou_199_70	84.8020629055811
yangzhou_199_71	yangzhou_199_71	80.2439433116793
yangzhou_199_7	yangzhou_199_7	89.8399845619987
yangzhou_199_72	yangzhou_199_72	79.4873323669426
yangzhou_199_73	yangzhou_199_73	86.4444622734242
yangzhou_199_74	yangzhou_199_74	88.2344930451184
yangzhou_199_75	yangzhou_199_75	84.1930833646954
yangzhou_199_76	yangzhou_199_76	88.4743940763764
yangzhou_199_77	yangzhou_199_77	91.2424828985839
yangzhou_199_78	yangzhou_199_78	83.1596635377379
yangzhou_199_79	yangzhou_199_79	79.1736156337591
yangzhou_199_80	yangzhou_199_80	88.695841182153
yangzhou_199_81	yangzhou_199_81	85.5955817012805
yangzhou_199_8	yangzhou_199_8	85.6140356267619
yangzhou_199_82	yangzhou_199_82	82.9935782084055
yangzhou_199_83	yangzhou_199_83	85.6878513286875
yangzhou_199_84	yangzhou_199_84	83.8424587805491
yangzhou_199_85	yangzhou_199_85	79.025984229908
yangzhou_199_86	yangzhou_199_86	85.2080492661715
yangzhou_199_87	yangzhou_199_87	84.1192676627699
yangzhou_199_88	yangzhou_199_88	83.8978205569933
yangzhou_199_89	yangzhou_199_89	86.3521926460173
yangzhou_199_90	yangzhou_199_90	70.4818167320275
yangzhou_199_91	yangzhou_199_91	91.630015333693
yangzhou_199_9	yangzhou_199_9	86.7581790066077
yangzhou_199_92	yangzhou_199_92	86.1861073166848
yangzhou_199_93	yangzhou_199_93	91.8514624394695
yangzhou_199_94	yangzhou_199_94	90.2459709225892
yangzhou_199_95	yangzhou_199_95	92.2759027255414
yangzhou_199_96	yangzhou_199_96	85.8354827325385
yangzhou_199_97	yangzhou_199_97	87.0349878888285
yangzhou_199_98	yangzhou_199_98	96.7048448410734
yangzhou_199_99	yangzhou_199_99	84.7282472036555
yangzhou_226_100	yangzhou_226_100	94.232018826568
yangzhou_226_101	yangzhou_226_101	99.0854012281718
yangzhou_226_10	yangzhou_226_10	74.1910557537856
yangzhou_226_102	yangzhou_226_102	100.100367129648
yangzhou_226_103	yangzhou_226_103	101.355234062382
yangzhou_226_104	yangzhou_226_104	97.1477390526266
yangzhou_226_105	yangzhou_226_105	103.274442312446
yangzhou_226_106	yangzhou_226_106	100.450991713794
yangzhou_226_107	yangzhou_226_107	95.4130700573765
yangzhou_226_108	yangzhou_226_108	102.905363802818
yangzhou_226_109	yangzhou_226_109	100.617077043127
yangzhou_226_110	yangzhou_226_110	105.19365056251
yangzhou_226_111	yangzhou_226_111	103.32980408889
yangzhou_226_11	yangzhou_226_11	76.7376974702165
yangzhou_226_112	yangzhou_226_112	98.2918824324723
yangzhou_226_113	yangzhou_226_113	98.900861973358
yangzhou_226_114	yangzhou_226_114	107.33430591835
yangzhou_226_115	yangzhou_226_115	101.447503689789
yangzhou_226_116	yangzhou_226_116	110.323841846334
yangzhou_226_117	yangzhou_226_117	95.579155386709
yangzhou_226_118	yangzhou_226_118	99.3253022594298
yangzhou_226_119	yangzhou_226_119	97.9597117738074
yangzhou_226_1	yangzhou_226_1	69.2454037247748
yangzhou_226_120	yangzhou_226_120	97.4983636367729
yangzhou_226_121	yangzhou_226_121	96.6679369901106
yangzhou_226_12	yangzhou_226_12	78.2878272106527
yangzhou_226_122	yangzhou_226_122	106.743780302946
yangzhou_226_123	yangzhou_226_123	64.8082019567997
yangzhou_226_124	yangzhou_226_124	97.7013568170681
yangzhou_226_125	yangzhou_226_125	102.536285293191
yangzhou_226_126	yangzhou_226_126	101.650496870084
yangzhou_226_127	yangzhou_226_127	103.588159045629
yangzhou_226_128	yangzhou_226_128	102.573193144153
yangzhou_226_129	yangzhou_226_129	99.1776708555788
yangzhou_226_130	yangzhou_226_130	107.887923682792
yangzhou_226_131	yangzhou_226_131	100.450991713794
yangzhou_226_13	yangzhou_226_13	72.6040181623866
yangzhou_226_132	yangzhou_226_132	102.1302989326
yangzhou_226_133	yangzhou_226_133	101.096879105643
yangzhou_226_134	yangzhou_226_134	90.3566944754775
yangzhou_226_135	yangzhou_226_135	97.2400086800335
yangzhou_226_136	yangzhou_226_136	93.6784010621265
yangzhou_226_137	yangzhou_226_137	88.0314998648232
yangzhou_226_138	yangzhou_226_138	103.440527641778
yangzhou_226_139	yangzhou_226_139	102.517831367709
yangzhou_226_140	yangzhou_226_140	89.4155442759269
yangzhou_226_141	yangzhou_226_141	102.277930336451
yangzhou_226_14	yangzhou_226_14	75.9810865254798
yangzhou_226_142	yangzhou_226_142	102.480923516746
yangzhou_226_143	yangzhou_226_143	108.736804254935
yangzhou_226_144	yangzhou_226_144	101.392141913345
yangzhou_226_145	yangzhou_226_145	106.042531134653
yangzhou_226_146	yangzhou_226_146	103.274442312446
yangzhou_226_147	yangzhou_226_147	99.9158278748341
yangzhou_226_148	yangzhou_226_148	93.4569539563499
yangzhou_226_149	yangzhou_226_149	96.5941212881851
yangzhou_226_150	yangzhou_226_150	91.7038310356185
yangzhou_226_151	yangzhou_226_151	92.4973498313179
yangzhou_226_15	yangzhou_226_15	74.0249704244531
yangzhou_226_152	yangzhou_226_152	93.6784010621265
yangzhou_226_153	yangzhou_226_153	95.7267867905601
yangzhou_226_154	yangzhou_226_154	96.3357663314457
yangzhou_226_155	yangzhou_226_155	100.690892745052
yangzhou_226_156	yangzhou_226_156	87.8285066845279
yangzhou_226_157	yangzhou_226_157	96.6125752136665
yangzhou_226_158	yangzhou_226_158	93.5861314347196
yangzhou_226_159	yangzhou_226_159	108.718350329454
yangzhou_226_160	yangzhou_226_160	96.9631997978127
yangzhou_226_161	yangzhou_226_161	102.167206783563
yangzhou_226_16	yangzhou_226_16	80.1885815352352
yangzhou_226_162	yangzhou_226_162	85.3741345955039
yangzhou_226_163	yangzhou_226_163	112.316865798324
yangzhou_226_164	yangzhou_226_164	83.307294941589
yangzhou_226_165	yangzhou_226_165	85.0235100113577
yangzhou_226_166	yangzhou_226_166	96.5407567286744
yangzhou_226_167	yangzhou_226_167	113.424101327207
yangzhou_226_168	yangzhou_226_168	103.809606151406
yangzhou_226_169	yangzhou_226_169	101.484411540752
yangzhou_226_170	yangzhou_226_170	105.525821221175
yangzhou_226_171	yangzhou_226_171	104.252500362959
yangzhou_226_17	yangzhou_226_17	81.3696327660437
yangzhou_226_172	yangzhou_226_172	105.082927009621
yangzhou_226_173	yangzhou_226_173	95.0624454732302
yangzhou_226_174	yangzhou_226_174	96.6310291391478
yangzhou_226_175	yangzhou_226_175	98.033527475733
yangzhou_226_176	yangzhou_226_176	96.446489884334
yangzhou_226_177	yangzhou_226_177	95.8559642689297
yangzhou_226_178	yangzhou_226_178	95.819056417967
yangzhou_226_179	yangzhou_226_179	94.3058345284935
yangzhou_226_180	yangzhou_226_180	74.7077656672643
yangzhou_226_18	yangzhou_226_18	81.8309809030783
yangzhou_226_182	yangzhou_226_182	101.447503689789
yangzhou_226_183	yangzhou_226_183	93.8075785404962
yangzhou_226_184	yangzhou_226_184	101.798128273935
yangzhou_226_185	yangzhou_226_185	99.3991179613554
yangzhou_226_186	yangzhou_226_186	96.7417526920362
yangzhou_226_187	yangzhou_226_187	91.8264172040803
yangzhou_226_188	yangzhou_226_188	95.4130700573765
yangzhou_226_189	yangzhou_226_189	104.510855319699
yangzhou_226_190	yangzhou_226_190	100.875431999866
yangzhou_226_191	yangzhou_226_191	92.5648604003353
yangzhou_226_19	yangzhou_226_19	84.8020629055811
yangzhou_226_192	yangzhou_226_192	105.415097668286
yangzhou_226_193	yangzhou_226_193	91.4639300043605
yangzhou_226_194	yangzhou_226_194	79.8010491001261
yangzhou_226_195	yangzhou_226_195	97.1846469035893
yangzhou_226_196	yangzhou_226_196	102.444015665784
yangzhou_226_197	yangzhou_226_197	89.4893599778525
yangzhou_226_198	yangzhou_226_198	92.4600588803093
yangzhou_226_199	yangzhou_226_199	91.8330085139881
yangzhou_226_200	yangzhou_226_200	84.2484451411396
yangzhou_226_201	yangzhou_226_201	96.8340223194431
yangzhou_226_20	yangzhou_226_20	88.7512029585971
yangzhou_226_202	yangzhou_226_202	119.292449630287
yangzhou_226_203	yangzhou_226_203	98.8455001969139
yangzhou_226_204	yangzhou_226_204	94.0105717207914
yangzhou_226_205	yangzhou_226_205	93.6784010621265
yangzhou_226_206	yangzhou_226_206	93.032513670278
yangzhou_226_207	yangzhou_226_207	95.5237936102648
yangzhou_226_208	yangzhou_226_208	90.8364965379934
yangzhou_226_209	yangzhou_226_209	83.4918341964028
yangzhou_226_210	yangzhou_226_210	85.7432131051316
yangzhou_226_211	yangzhou_226_211	114.309889750313
yangzhou_226_21	yangzhou_226_21	74.6339499653388
yangzhou_226_212	yangzhou_226_212	81.839986648335
yangzhou_226_213	yangzhou_226_213	88.3083087470439
yangzhou_226_214	yangzhou_226_214	96.7971144684803
yangzhou_226_215	yangzhou_226_215	93.8444863914589
yangzhou_226_216	yangzhou_226_216	96.5387595117409
yangzhou_226_217	yangzhou_226_217	106.079438985616
yangzhou_226_218	yangzhou_226_218	107.906377608273
yangzhou_226_219	yangzhou_226_219	94.8963601438978
yangzhou_226_2	yangzhou_226_2	67.9351750155966
yangzhou_226_220	yangzhou_226_220	85.2080492661715
yangzhou_226_221	yangzhou_226_221	95.6714250141159
yangzhou_226_22	yangzhou_226_22	75.0030284749664
yangzhou_226_222	yangzhou_226_222	85.9277523599454
yangzhou_226_223	yangzhou_226_223	91.2609368240653
yangzhou_226_224	yangzhou_226_224	99.2514865575043
yangzhou_226_225	yangzhou_226_225	82.679861475222
yangzhou_226_226	yangzhou_226_226	80.7421992996767
yangzhou_226_23	yangzhou_226_23	81.1297317347858
yangzhou_226_24	yangzhou_226_24	76.8668749485862
yangzhou_226_25	yangzhou_226_25	97.7013568170681
yangzhou_226_26	yangzhou_226_26	89.1571893191875
yangzhou_226_27	yangzhou_226_27	77.5681241168787
yangzhou_226_28	yangzhou_226_28	90.7626808360679
yangzhou_226_29	yangzhou_226_29	86.3337387205359
yangzhou_226_30	yangzhou_226_30	74.8184892201526
yangzhou_226_31	yangzhou_226_31	88.6589333311902
yangzhou_226_3	yangzhou_226_3	71.422966931578
yangzhou_226_32	yangzhou_226_32	71.4967826335036
yangzhou_226_33	yangzhou_226_33	74.8738509965968
yangzhou_226_34	yangzhou_226_34	70.4552919119152
yangzhou_226_35	yangzhou_226_35	78.0479261793947
yangzhou_226_36	yangzhou_226_36	86.7212711556449
yangzhou_226_37	yangzhou_226_37	81.2404552876741
yangzhou_226_38	yangzhou_226_38	80.7606532251581
yangzhou_226_39	yangzhou_226_39	81.960158381448
yangzhou_226_40	yangzhou_226_40	76.6454278428096
yangzhou_226_41	yangzhou_226_41	69.2823115757376
yangzhou_226_4	yangzhou_226_4	68.4518849290753
yangzhou_226_42	yangzhou_226_42	69.8543832656605
yangzhou_226_43	yangzhou_226_43	77.0698681288814
yangzhou_226_44	yangzhou_226_44	64.392021323171
yangzhou_226_45	yangzhou_226_45	75.704277643259
yangzhou_226_46	yangzhou_226_46	69.5775743834397
yangzhou_226_47	yangzhou_226_47	82.3661447420384
yangzhou_226_48	yangzhou_226_48	77.7157555207298
yangzhou_226_49	yangzhou_226_49	74.4863185614877
yangzhou_226_50	yangzhou_226_50	92.1282713216903
yangzhou_226_51	yangzhou_226_51	79.9671344294586
yangzhou_226_5	yangzhou_226_5	81.5357180953762
yangzhou_226_53	yangzhou_226_53	86.5182779753497
yangzhou_226_54	yangzhou_226_54	104.621578872587
yangzhou_226_55	yangzhou_226_55	95.6160632376717
yangzhou_226_56	yangzhou_226_56	101.429049764308
yangzhou_226_57	yangzhou_226_57	97.0001076487755
yangzhou_226_58	yangzhou_226_58	95.4130700573765
yangzhou_226_59	yangzhou_226_59	92.295074306114
yangzhou_226_60	yangzhou_226_60	110.010125113151
yangzhou_226_61	yangzhou_226_61	104.713848499994
yangzhou_226_6	yangzhou_226_6	92.5711655332435
yangzhou_226_62	yangzhou_226_62	98.3841520598793
yangzhou_226_63	yangzhou_226_63	102.019575379712
yangzhou_226_64	yangzhou_226_64	108.626080702047
yangzhou_226_65	yangzhou_226_65	106.780688153909
yangzhou_226_66	yangzhou_226_66	105.082927009621
yangzhou_226_67	yangzhou_226_67	101.964213603268
